最高気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均雲量(10分比),平均湿度(％),子供割合,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,売り上げ
23.400000000000002,16.4,0.0,11.7,4.2,7.3,32.0,11.3,200,200,450,150,200,100,400,200,0.6051599380165473
13.200000000000001,8.299999999999999,32.07633615556191,7.3,1.7,4.3,78.0,11.3,400,250,350,150,450,400,350,300,0.437702163279671
13.600000000000001,8.799999999999999,0.0,9.7,4.2,0.5,45.0,11.3,200,300,100,400,350,350,400,300,0.6036875294082346
27.3,24.5,13.038597134065528,0.0,2.5,10.0,89.0,11.3,450,300,250,450,350,350,300,200,0.4631985464482337
23.0,17.5,19.850445354867727,10.6,3.9,3.0,43.0,11.4,100,150,250,450,400,350,200,250,0.43899308287043715
32.4,28.5,57.85000029727356,6.5,4.5,7.5,77.0,11.0,200,300,250,450,250,300,300,450,0.4676353434781475
16.7,11.7,0.0,7.9,3.9,1.3,68.0,11.0,300,300,100,100,100,200,200,350,0.5766178634554074
35.9,29.4,33.467990070299166,11.1,2.4,5.8,73.0,11.4,200,450,300,350,200,350,400,250,0.4747353970023165
11.9,6.5,22.58918959085385,7.9,2.9,4.5,54.0,10.9,400,450,150,100,350,450,100,400,0.4271327654681493
15.600000000000001,10.1,0.0,4.8,2.8,10.0,56.0,11.0,100,350,150,100,450,300,350,400,0.5991570413826568
22.1,16.7,0.0,9.6,1.8,2.5,65.0,12.6,450,400,250,350,400,250,250,400,0.6451414948422708
16.900000000000002,15.0,0.0,0.0,3.1,7.8,90.0,11.4,300,350,400,200,350,250,400,300,0.6182983532907227
20.2,15.7,0.0,3.2,2.0,7.0,64.0,11.0,200,150,350,100,450,400,100,300,0.6040273160101528
26.1,23.9,0.0,0.0,1.3,10.0,92.0,11.4,200,300,350,400,200,350,450,300,0.6427629886288425
14.8,12.2,0.0,0.0,2.6,9.8,87.0,11.9,350,400,100,300,300,350,450,350,0.6162596336792127
32.4,27.0,0.0,4.4,2.3,8.5,81.0,10.9,350,450,100,250,250,250,350,100,0.6381192384026253
28.400000000000002,21.8,0.0,3.0,2.7,8.5,80.0,11.0,450,200,300,300,450,250,100,400,0.6432160374314003
27.5,23.099999999999998,0.0,9.1,3.4,4.8,66.0,11.0,250,450,250,450,350,250,450,100,0.6477465254569781
32.9,28.599999999999998,19.51565412040254,6.3,2.5,9.5,77.0,12.6,100,100,250,400,400,400,250,450,0.4639239529978817
26.8,21.599999999999998,0.0,1.8,2.3,10.0,67.0,11.9,350,100,350,250,300,150,400,250,0.6238482011220554
16.8,16.8,7.725861867875889,0.0,1.8,10.0,98.0,11.4,300,400,100,100,400,450,450,250,0.43824685663255175
25.5,17.8,0.0,10.8,3.9,6.3,47.0,11.3,300,150,450,450,350,200,400,450,0.651823964679998
36.5,31.3,0.0,11.5,2.3,5.0,69.0,11.3,150,150,400,450,100,150,200,250,0.6381192384026253
8.9,5.4,0.0,7.6,4.4,2.8,71.0,11.9,400,150,150,100,250,450,450,100,0.574692406044537
13.8,8.5,0.0,5.2,1.5,5.8,65.0,11.4,150,250,300,250,200,400,350,250,0.5908889007359774
15.4,10.1,0.0,5.3,3.0,5.0,68.0,11.3,150,250,350,350,450,300,200,100,0.5955326509621945
12.4,9.6,0.0,9.5,5.1,2.8,56.0,10.8,350,200,450,200,450,100,450,150,0.599496827984575
21.7,15.6,0.0,5.9,2.2,7.3,53.0,10.8,300,350,300,100,250,300,250,250,0.6098036882427644
19.2,17.8,0.0,0.0,4.5,10.0,90.0,11.0,200,100,100,300,150,250,100,150,0.5684629850093675
12.200000000000001,6.1000000000000005,0.0,7.3,2.3,5.0,66.0,11.3,300,300,300,150,300,350,150,400,0.5919082605417323
12.4,6.6000000000000005,0.0,9.6,2.3,0.8,69.0,11.9,150,200,350,450,350,100,400,150,0.588510394522549
31.400000000000002,27.0,0.0,4.5,2.9,9.0,80.0,12.6,450,350,150,350,150,200,200,450,0.6444619216384343
21.7,16.0,0.0,8.0,3.7,6.0,56.0,11.3,150,100,400,250,100,350,450,400,0.6154667982747367
20.0,13.2,0.0,12.7,2.9,0.0,58.0,11.3,200,100,200,200,350,100,200,250,0.5820544490861008
12.9,8.0,0.0,7.4,1.6,7.3,70.0,10.9,250,300,300,100,450,300,250,400,0.5996100901852145
28.1,26.3,0.0,0.1,2.4,10.0,87.0,11.0,300,200,200,100,300,250,200,200,0.6099169504434039
34.099999999999994,28.599999999999998,0.0,9.2,3.0,8.8,76.0,11.4,200,300,100,200,100,100,400,250,0.6212431705073482
22.900000000000002,17.0,0.0,10.1,3.2,2.0,59.0,10.8,250,100,100,350,200,450,150,450,0.6126352432587506
24.8,20.8,0.0,5.6,3.6,10.0,39.0,11.0,300,300,100,400,450,200,400,350,0.6375529273994281
27.900000000000002,23.599999999999998,0.0,5.2,7.0,10.0,70.0,11.3,250,100,150,150,450,150,300,150,0.6011957609941668
37.9,33.2,59.357389742975016,11.8,3.5,0.0,60.0,11.0,350,450,400,200,150,400,450,200,0.4824002275113602
31.6,27.8,0.0,13.5,5.1,2.8,65.0,11.3,250,200,400,200,300,150,100,400,0.6321163417687349
15.8,11.1,86.77998738243457,1.7,5.5,7.5,67.0,12.6,300,250,300,100,300,450,200,200,0.42019407674848036
28.3,23.0,0.0,2.1,2.5,8.8,77.0,11.9,350,450,200,150,150,400,200,300,0.6304174087591431
22.3,20.5,0.0,0.0,2.6,10.0,88.0,10.8,150,400,150,150,250,100,200,150,0.5868114615129574
32.599999999999994,28.099999999999998,0.0,6.9,3.2,9.5,64.0,11.0,350,150,150,150,100,150,150,400,0.6160331092779339
31.6,28.0,0.0,2.1,2.6,8.8,77.0,11.3,100,400,100,300,350,450,100,100,0.626566493937402
29.6,23.5,0.0,9.0,3.0,8.5,68.0,11.4,200,150,350,250,400,100,100,100,0.6091241150389278
10.8,7.5,0.0,3.7,5.4,9.5,56.0,10.8,450,350,150,100,400,300,400,400,0.6024416452012007
14.9,9.7,0.0,8.7,4.7,1.8,54.0,11.0,450,100,450,150,250,100,450,300,0.6007427121916089
16.400000000000002,11.2,65.85286811772178,5.7,1.4,7.3,64.0,10.9,450,450,100,150,450,400,200,450,0.4437533452604919
10.700000000000001,6.0,0.0,5.2,2.0,4.8,73.0,10.9,250,450,100,350,250,200,100,250,0.5750321926464553
6.3,2.9000000000000004,5.356736818164397,2.0,1.8,8.0,72.0,11.4,200,150,400,300,250,100,450,250,0.4067410467775887
18.7,12.7,3.3597583120521786,9.5,2.3,4.5,67.0,11.0,350,400,100,250,400,150,350,450,0.4522498541043001
15.600000000000001,10.7,0.0,11.2,6.8,0.0,50.0,11.0,450,150,350,400,200,250,350,250,0.6047068892139895
13.5,8.2,0.0,7.8,2.0,3.8,64.0,11.4,400,350,350,200,300,150,350,200,0.5982509437775412
30.1,25.599999999999998,36.504429238038206,4.7,2.5,9.8,75.0,11.3,200,300,100,200,250,200,100,150,0.4289884612272792
19.8,13.899999999999999,0.0,10.2,2.5,3.8,51.0,12.6,400,100,450,150,300,300,350,450,0.6261134451348443
24.0,22.5,0.0,0.0,2.6,9.8,82.0,11.0,100,300,100,250,450,350,250,300,0.6163728958798521
20.0,13.0,0.0,11.1,1.7,0.5,51.0,11.3,350,450,100,350,250,400,200,100,0.6111628346504377
33.599999999999994,28.599999999999998,0.0,4.2,2.2,7.5,69.0,10.8,100,250,150,150,150,250,450,250,0.6252073475297288
20.2,13.1,75.10580806516109,6.8,5.3,8.0,74.0,12.6,350,200,450,350,450,200,350,150,0.44447948709819085
27.2,21.5,0.0,12.1,3.8,6.0,74.0,10.9,400,400,150,100,300,150,100,100,0.6079914930325333
11.0,6.5,32.283177410922946,5.8,3.9,4.5,60.0,10.9,350,150,150,250,400,100,400,250,0.4130133407979043
8.700000000000001,5.4,0.0,1.3,1.8,8.0,65.0,10.8,250,150,450,450,450,250,250,100,0.5882838701212703
34.4,29.7,0.0,4.8,2.2,10.0,74.0,10.8,200,250,250,400,150,300,150,450,0.6458210680461076
20.0,17.599999999999998,33.531377636101205,0.0,2.8,9.3,86.0,11.0,200,200,100,300,400,400,450,400,0.4429465209963827
16.1,10.6,0.0,8.8,2.2,6.8,62.0,11.0,250,300,250,150,350,200,200,400,0.5957591753634734
28.7,21.3,85.57095409842458,12.5,2.9,5.0,39.0,10.9,100,100,450,250,100,300,200,200,0.435120325634515
17.6,11.5,123.8147571987243,9.6,4.1,3.5,55.0,11.3,400,150,250,200,250,100,250,200,0.41615995542793044
31.8,28.8,9.418204383190712,1.6,4.0,10.0,84.0,10.8,300,200,200,400,350,450,450,300,0.47121334991460107
33.599999999999994,29.8,0.0,8.3,2.8,7.5,73.0,11.0,150,300,200,250,400,350,100,200,0.6352876833866393
10.200000000000001,4.4,0.0,10.7,3.3,3.5,65.0,11.3,150,300,150,250,300,200,150,150,0.5587224357543754
23.400000000000002,21.2,0.26117378329831953,0.0,5.3,10.0,91.0,10.8,200,350,350,450,450,350,350,450,0.6265684374433695
35.0,30.8,0.0,12.4,3.3,3.8,53.0,11.3,100,200,400,200,400,300,300,100,0.6415171044218086
18.5,17.9,0.0,0.0,1.6,10.0,88.0,11.4,300,400,200,200,350,150,100,300,0.5965520107679496
34.0,29.2,0.0,7.8,2.8,7.8,71.0,11.4,350,100,450,150,350,200,300,450,0.6551085684985419
22.1,16.4,0.0,10.2,4.0,3.3,58.0,10.8,100,300,250,300,300,400,150,200,0.6075384442299756
18.400000000000002,12.2,0.0,10.9,3.1,8.3,44.0,12.6,200,450,400,250,200,250,450,250,0.6190911886951989
20.3,14.2,0.0,8.7,2.4,1.8,67.0,11.3,250,150,200,400,250,100,350,150,0.5942867667551607
22.0,19.5,0.0,0.0,3.2,10.0,90.0,11.9,300,350,200,400,400,450,250,350,0.6400446958134959
35.099999999999994,29.599999999999998,0.0,6.2,2.0,9.8,71.0,12.6,250,150,200,250,250,150,350,200,0.6263399695361231
33.9,28.2,22.9344867039549,5.5,1.9,9.5,76.0,10.8,100,150,250,400,400,350,150,350,0.4590023238889365
24.0,20.5,2.8825006865888043,7.5,4.7,8.5,74.0,10.8,250,350,200,350,350,300,400,400,0.4732386763707449
18.3,11.1,0.0,11.0,2.3,0.0,49.0,12.6,400,450,450,300,450,450,350,400,0.6628103981420241
22.2,16.8,2.877072992163682,3.8,3.3,7.8,76.0,11.0,400,150,400,350,300,300,150,400,0.4643583248790479
25.3,20.099999999999998,0.0,4.3,3.1,9.5,61.0,11.9,250,450,400,400,100,100,200,200,0.6185248776920016
26.5,24.099999999999998,56.99541773302654,2.1,2.1,9.0,76.0,11.0,100,250,250,150,300,300,250,400,0.439719223939942
33.599999999999994,26.2,89.7565016168518,12.6,2.2,0.3,47.0,11.3,250,200,300,450,400,250,350,350,0.4719921945043414
17.2,11.799999999999999,60.78013495642538,9.5,2.2,1.8,64.0,11.3,300,400,300,250,100,300,250,450,0.434797595928871
30.6,27.099999999999998,45.611170022404586,0.4,2.9,9.8,85.0,10.8,450,350,150,150,250,300,250,300,0.4537579661354557
22.2,14.6,0.0,11.2,4.1,3.5,63.0,11.4,300,150,200,400,350,450,300,400,0.6332489637751293
32.9,28.5,0.0,1.8,3.7,9.3,84.0,12.6,400,300,200,200,150,100,300,250,0.6255471341316472
12.9,11.0,15.37591732086807,0.0,2.1,10.0,84.0,11.4,250,200,150,350,100,400,450,300,0.4212430129775863
22.2,16.8,0.0,3.8,3.3,7.8,76.0,11.3,400,250,400,150,450,450,100,450,0.6382325006032649
17.6,12.0,0.0,4.2,1.9,5.5,74.0,12.6,250,450,300,350,150,400,300,450,0.6269062805393204
35.3,29.8,0.0,8.2,2.6,5.8,71.0,11.0,350,200,100,400,300,150,300,350,0.6484260986608148
19.5,15.299999999999999,0.0,10.1,4.2,0.3,49.0,10.8,150,300,350,100,100,100,250,150,0.5786565830669175
29.3,24.7,0.0,9.5,3.3,7.0,64.0,11.0,450,150,100,250,300,300,400,100,0.6291715245521093
27.2,22.0,0.0,12.5,2.8,2.5,63.0,11.9,150,350,400,350,100,300,450,150,0.6329091771732109
24.400000000000002,18.0,0.0,9.9,2.0,0.5,76.0,11.0,250,200,350,350,400,250,150,300,0.6245277743258921
14.8,11.299999999999999,0.0,0.8,1.9,9.5,74.0,10.8,350,100,450,100,450,350,200,250,0.599496827984575
12.5,10.0,43.36581947750403,0.2,1.8,7.5,65.0,11.0,100,150,250,250,400,150,300,200,0.40696215881707665
17.6,13.299999999999999,23.58087007522139,4.2,2.0,3.3,62.0,10.9,400,300,200,150,300,300,300,100,0.42503502235097784
23.6,17.4,0.0,9.9,2.3,7.8,72.0,11.9,300,200,200,300,200,100,150,400,0.6016488097967245
23.5,16.8,0.0,12.4,3.2,5.8,53.0,11.3,250,300,250,350,400,100,400,300,0.6273593293418782
15.3,12.1,0.0,4.5,3.2,6.5,70.0,11.3,450,100,150,400,150,450,400,200,0.6040273160101528
13.200000000000001,8.299999999999999,0.0,7.3,1.7,4.3,78.0,11.9,100,300,200,250,400,150,100,200,0.5669905764010548
33.8,28.9,0.0,9.3,3.4,5.0,72.0,11.9,300,200,350,450,100,100,350,400,0.6495587206672092
22.1,15.2,0.0,5.5,2.8,8.5,54.0,10.9,350,450,150,300,450,350,400,100,0.6321163417687349
35.199999999999996,30.4,2.3371735161863305,13.5,3.2,3.3,66.0,11.9,350,400,300,300,450,300,250,350,0.513403230501996
14.0,10.2,0.0,9.2,2.5,2.5,52.0,12.6,450,250,200,100,200,100,150,300,0.5705017046208776
30.3,28.099999999999998,0.0,0.3,2.1,10.0,83.0,11.3,400,450,350,400,100,100,250,250,0.6421966776256454
8.9,5.8,0.0,8.6,5.1,9.3,51.0,11.3,300,400,200,250,150,400,200,150,0.5745791438438975
31.5,28.0,0.0,4.2,3.3,10.0,64.0,11.3,450,150,150,100,350,350,450,100,0.6364203053930337
22.8,15.5,0.0,10.4,2.1,0.0,49.0,12.6,250,400,100,100,400,200,400,250,0.6116158834529956
20.5,17.3,0.0,0.7,1.9,10.0,86.0,10.8,200,100,150,250,100,300,100,250,0.5771841744586047
12.9,11.299999999999999,30.306717013501533,0.0,2.5,10.0,81.0,12.6,250,450,450,200,350,400,100,200,0.4281816369631908
31.1,24.599999999999998,0.0,9.3,2.9,7.5,58.0,10.9,350,400,250,100,300,200,150,150,0.6260001829342049
17.400000000000002,11.5,0.0,8.2,4.5,4.0,69.0,10.9,200,400,150,150,350,100,200,400,0.5923613093442901
19.5,15.299999999999999,0.0,10.1,4.2,0.3,49.0,11.0,250,300,350,150,100,200,450,350,0.6078782308318939
20.5,18.599999999999998,0.0,0.1,2.7,10.0,59.0,10.8,100,300,450,200,150,150,450,400,0.6124087188574716
35.699999999999996,30.3,0.0,5.4,2.9,9.3,76.0,11.3,200,250,350,150,150,100,150,150,0.6173922556856072
34.4,29.9,0.0,9.3,2.9,7.5,67.0,11.3,150,300,150,400,300,350,150,100,0.6346081101828026
20.0,13.899999999999999,156.3902615866766,7.3,1.7,3.8,59.0,11.0,250,250,150,300,450,450,100,350,0.438105575411722
31.8,24.599999999999998,0.0,8.9,3.3,6.5,56.0,11.0,250,300,150,250,300,200,350,200,0.6313235063642588
20.1,14.0,0.0,9.1,2.4,4.5,65.0,11.9,200,350,400,450,150,150,300,150,0.6079914930325333
19.400000000000002,17.599999999999998,0.0,0.7,3.1,7.5,86.0,10.9,450,200,400,300,200,400,150,400,0.6230553657175794
14.700000000000001,14.1,6.071366021202657,0.0,1.9,10.0,98.0,11.3,450,250,200,200,300,100,400,250,0.4238920902615715
15.8,10.399999999999999,0.0,8.9,3.0,5.0,60.0,11.0,200,300,150,300,200,200,300,450,0.5950796021596368
8.5,3.7,0.0,6.1,2.3,6.5,66.0,11.3,300,250,150,300,250,450,200,300,0.5802422538758697
23.5,16.8,12.799970671833194,12.4,3.2,5.8,53.0,11.9,250,300,350,150,250,450,150,100,0.4340723301955503
29.0,23.3,0.0,13.0,4.0,4.0,52.0,11.0,350,200,150,100,100,100,250,150,0.5981376815769017
11.600000000000001,9.299999999999999,90.68736560859206,0.8,1.9,10.0,71.0,11.3,350,100,200,250,400,250,250,200,0.41148037469609244
28.5,25.3,7.847738734821126,0.0,2.2,10.0,94.0,11.3,350,450,200,300,300,250,100,200,0.44807671670266624
29.5,22.599999999999998,0.0,13.2,2.9,1.0,54.0,12.6,350,450,350,250,250,100,100,100,0.6219227437111849
10.9,6.7,0.0,10.7,6.7,0.5,48.0,11.3,400,200,100,350,150,400,250,400,0.5861318883091208
17.6,12.0,0.0,4.2,1.9,5.5,74.0,11.3,300,450,250,100,150,450,400,300,0.6135413408638661
31.5,28.0,6.011685292840755,4.2,3.3,10.0,64.0,11.9,100,150,150,150,350,350,100,200,0.4329884271672943
23.400000000000002,18.5,0.0,2.4,3.5,8.5,76.0,11.3,350,450,350,300,200,150,200,300,0.622715579115661
20.2,14.5,0.0,6.0,3.8,6.5,45.0,11.0,350,300,400,400,100,350,400,150,0.6226023169150215
20.3,17.599999999999998,1.3805276484814766,0.0,2.6,10.0,50.0,11.9,450,100,100,200,400,200,150,300,0.48878777474870105
16.900000000000002,12.0,8.19979509663764,11.6,6.4,1.3,40.0,11.3,150,150,250,400,350,400,150,100,0.4189872680584306
35.599999999999994,30.599999999999998,0.0,12.2,2.3,5.8,64.0,11.0,100,400,400,350,200,250,100,100,0.6390253360077408
21.400000000000002,18.5,0.0,0.0,2.0,10.0,75.0,11.9,100,250,250,100,350,350,300,450,0.6105965236472406
35.599999999999994,30.599999999999998,126.79882975243352,12.2,2.3,5.8,64.0,11.3,250,100,200,200,400,350,250,300,0.45900232385217066
12.200000000000001,9.2,22.436821844221747,6.2,3.1,4.5,60.0,11.9,150,450,350,150,150,300,350,250,0.41825769856972367
27.2,22.0,77.81549963264803,7.7,3.4,6.0,60.0,11.9,150,200,250,400,450,450,150,100,0.4462545004792329
15.8,11.2,0.0,3.5,3.1,7.8,64.0,10.8,150,200,150,300,400,450,200,350,0.5992703035832962
29.7,23.3,49.29355737473297,13.8,2.8,2.3,46.0,11.9,250,200,300,450,150,150,300,200,0.44560904106794497
15.600000000000001,10.1,0.0,3.6,1.6,9.3,64.0,11.0,350,400,400,350,200,400,350,300,0.6241879877239739
9.100000000000001,8.2,0.0,0.0,1.9,10.0,93.0,11.3,200,300,100,450,450,350,150,150,0.5802422538758697
6.6,3.0999999999999996,0.0,3.9,4.0,9.8,85.0,11.0,250,150,150,150,250,450,450,300,0.573446521837503
20.6,14.899999999999999,0.0,9.0,1.8,5.0,59.0,11.0,350,150,450,350,300,300,450,100,0.6248675609278104
20.1,13.1,73.88016514858631,9.6,1.9,4.3,52.0,11.0,200,400,350,400,300,200,450,250,0.4464965477584659
8.9,6.6000000000000005,0.0,0.0,1.6,7.5,87.0,11.0,300,150,200,250,100,100,300,100,0.5485288376968255
11.600000000000001,8.6,96.49132759654806,4.2,2.6,5.8,57.0,11.3,300,200,150,300,200,300,350,100,0.4085758073452966
12.5,7.2,0.0,7.8,1.7,2.0,59.0,11.9,100,350,350,100,100,250,450,100,0.5709547534234354
24.3,19.4,0.0,11.7,4.6,6.8,46.0,11.3,200,200,350,300,450,350,100,350,0.6271328049405993
28.1,21.8,0.0,10.5,2.3,2.3,69.0,11.0,150,100,450,150,400,400,250,250,0.6305306709597825
19.3,16.0,0.0,0.0,5.0,9.8,91.0,11.0,100,300,350,200,150,300,400,400,0.6073119198286968
13.5,10.0,16.046246018986693,5.8,4.5,5.5,68.0,11.3,250,150,250,300,150,350,450,300,0.4222918530069413
12.9,8.4,0.0,7.5,1.7,5.8,69.0,11.3,350,200,350,150,400,100,450,200,0.5927010959462085
7.1,3.5,0.0,6.8,3.1,7.0,73.0,10.9,200,400,100,200,450,200,250,200,0.5686895094106464
26.0,22.099999999999998,0.0,4.4,2.1,9.5,59.0,11.3,400,150,300,400,350,250,150,250,0.6282654269469938
29.3,26.4,0.0,0.9,1.5,10.0,91.0,11.0,150,250,200,350,100,200,200,100,0.6040273160101528
30.400000000000002,26.599999999999998,0.0,0.7,2.5,9.8,85.0,11.4,350,350,450,300,150,200,400,400,0.656127928304297
8.1,5.5,3.093597449924465,1.5,2.4,9.0,62.0,10.9,300,100,450,400,450,450,200,250,0.43989511075241605
33.4,26.0,0.0,13.5,3.0,4.0,43.0,11.0,250,250,200,350,200,250,350,200,0.6386855494058226
27.900000000000002,23.3,0.0,8.9,2.0,5.8,73.0,11.3,150,200,250,450,300,100,100,400,0.6201105485009539
20.400000000000002,18.5,0.0,0.0,2.4,8.0,82.0,11.4,250,450,250,450,200,150,100,250,0.6064058222235812
16.0,11.7,0.0,4.0,1.9,6.0,73.0,11.3,450,200,100,250,150,100,350,300,0.5855655773059235
33.199999999999996,28.7,0.0,9.3,2.4,8.3,75.0,11.3,250,250,300,400,100,350,300,200,0.6429895130301214
20.2,15.7,25.339294231995247,3.2,2.0,7.0,64.0,10.8,150,150,400,100,250,100,450,150,0.42067817130998847
8.200000000000001,6.3,30.600280655622655,2.5,3.5,8.8,75.0,11.9,400,100,150,250,400,450,400,250,0.41979066461644104
12.0,7.5,0.0,5.8,3.5,4.0,68.0,11.0,400,150,150,450,450,200,250,150,0.5900960653315013
17.6,15.1,0.0,1.5,4.5,9.8,82.0,11.9,300,350,200,300,350,450,150,400,0.6182983532907227
20.0,14.799999999999999,0.0,10.2,2.8,0.5,60.0,10.8,200,150,200,450,300,400,450,100,0.6146739628702605
28.5,25.3,0.0,0.0,2.2,10.0,94.0,11.3,300,400,250,200,150,450,400,450,0.6513709158774402
21.5,15.799999999999999,0.0,13.0,3.5,1.5,43.0,11.9,300,250,450,200,400,200,350,400,0.6327959149725715
20.1,14.399999999999999,63.72343808238946,12.2,3.7,0.5,49.0,10.8,200,200,300,300,350,100,300,250,0.4287464139480462
14.0,9.6,0.0,0.5,2.2,7.0,57.0,10.8,200,100,200,100,400,200,350,100,0.5690292960125647
27.5,21.0,6.081750589376785,11.9,3.1,8.5,54.0,11.3,100,150,450,250,250,250,350,450,0.4517665767613931
15.5,9.5,0.0,10.4,2.6,2.5,59.0,11.0,300,100,100,200,200,400,300,450,0.5929276203474874
28.5,23.9,33.18099013464026,8.8,2.1,5.5,72.0,11.4,250,300,100,350,300,350,150,150,0.4420590143058622
27.5,23.099999999999998,0.0,9.1,3.4,4.8,66.0,11.3,350,200,150,250,200,250,350,400,0.6278123781444359
37.4,31.7,11.108840762632585,9.4,2.5,6.3,69.0,11.0,150,150,250,350,350,450,350,450,0.4775645114996121
22.6,21.7,0.0,0.0,1.6,10.0,95.0,10.8,450,300,250,250,200,450,300,350,0.6335887503770476
21.6,20.8,0.0,0.0,4.4,10.0,99.0,11.0,350,450,350,350,450,100,350,150,0.6314367685648982
34.699999999999996,30.4,0.0,8.6,2.9,7.8,62.0,11.0,350,350,100,100,250,100,250,350,0.6335887503770476
31.6,27.599999999999998,0.0,2.7,2.3,9.5,83.0,12.6,200,150,450,450,100,350,200,200,0.6340417991796053
28.5,22.599999999999998,17.51975980713304,8.9,3.7,8.3,64.0,11.0,100,300,250,150,300,400,100,350,0.44238175197336177
17.1,14.299999999999999,0.0,0.1,2.7,10.0,92.0,12.6,300,350,350,350,100,200,250,150,0.5925878337455691
22.900000000000002,21.9,48.70990217781153,0.1,1.4,9.8,95.0,11.3,300,400,200,400,400,300,350,450,0.46061597238039065
34.3,27.3,44.132586412785564,5.7,2.1,7.5,76.0,11.9,250,250,450,300,100,200,450,350,0.46561828281787254
29.2,24.9,36.11519147131623,5.2,2.4,7.5,71.0,10.8,300,150,300,100,350,100,450,450,0.45246704731287973
29.7,24.599999999999998,98.59598626271095,6.9,2.6,7.3,68.0,11.0,350,200,150,250,100,100,450,200,0.439719223939942
20.1,14.399999999999999,0.0,6.4,3.1,7.3,56.0,11.3,100,150,400,150,450,250,350,300,0.6082180174338122
26.3,22.0,0.0,0.6,1.7,10.0,53.0,11.9,300,200,200,100,100,300,400,350,0.6126352432587506
24.8,19.4,0.0,3.9,3.2,10.0,59.0,10.9,450,350,100,150,250,400,300,300,0.6274725915425177
10.4,9.1,0.0,0.0,2.2,9.0,96.0,11.3,250,250,450,450,250,250,400,250,0.6021018585992822
13.600000000000001,8.4,7.064244753491313,6.6,3.0,7.5,63.0,11.3,250,200,200,100,350,450,250,200,0.416177751601445
21.1,15.7,0.0,10.1,3.4,2.8,61.0,12.6,200,150,400,100,350,100,350,100,0.5888501811244674
19.1,15.0,51.843164182648295,1.9,2.5,5.0,55.0,11.0,350,400,350,300,200,250,200,300,0.43721806872120106
12.8,8.4,35.4126965217555,6.8,3.4,8.0,59.0,11.0,250,350,300,400,150,100,450,150,0.4201133943220695
28.900000000000002,25.099999999999998,0.0,2.3,2.8,9.3,73.0,11.4,350,450,300,100,150,350,100,400,0.6337020125776871
28.1,26.3,0.0,0.1,2.4,10.0,87.0,12.6,150,400,150,200,450,250,150,400,0.6276991159437967
29.0,23.3,0.0,13.0,4.0,4.0,52.0,11.9,100,200,300,250,300,250,300,400,0.6289450001508304
15.8,13.299999999999999,9.080065628770104,0.9,4.9,7.8,80.0,11.3,100,200,100,450,100,200,400,300,0.4144194481332819
29.3,23.599999999999998,0.0,12.1,4.7,5.3,65.0,11.9,350,400,300,100,400,100,100,400,0.6327959149725715
13.200000000000001,9.1,0.0,0.7,4.7,9.5,84.0,10.9,250,350,350,300,150,450,250,150,0.5937204557519634
22.3,16.3,0.0,3.0,3.3,5.8,78.0,11.0,350,100,350,200,100,450,250,300,0.6109363102491588
25.2,23.4,9.866761598151347,0.0,2.0,10.0,88.0,11.9,250,300,250,150,450,150,450,450,0.4531296882128083
3.0,-0.40000000000000013,1.5197141627658464,5.6,4.0,6.0,60.0,11.0,400,350,100,100,300,150,350,250,0.451059954985133
25.900000000000002,22.8,0.0,0.0,2.0,10.0,87.0,10.8,450,200,400,200,250,300,100,400,0.6304174087591431
22.5,16.6,0.0,9.5,2.2,1.8,61.0,11.0,400,100,400,350,250,200,300,450,0.6295113111540277
13.5,8.6,28.72758636856348,7.7,3.3,7.0,57.0,10.9,300,100,250,200,200,350,400,150,0.4144656244734006
15.0,9.6,0.0,9.3,1.5,4.8,65.0,11.3,250,400,300,150,100,300,150,250,0.5833003332931347
9.100000000000001,5.4,0.0,7.8,4.4,3.5,67.0,10.9,400,150,250,400,450,150,450,300,0.5996100901852145
19.7,15.299999999999999,0.0,8.9,4.7,0.8,50.0,11.4,200,150,350,300,150,450,350,150,0.6050466758159079
30.5,28.5,0.0,0.8,8.4,10.0,83.0,11.3,400,300,300,300,400,150,250,350,0.6241879877239739
25.6,24.2,0.0,0.0,2.0,10.0,91.0,11.4,300,200,400,350,300,400,350,400,0.648992409664012
21.900000000000002,15.7,0.0,9.3,1.5,2.8,77.0,11.9,200,300,200,250,250,100,350,100,0.5920215227423717
23.400000000000002,18.9,23.50410624368548,7.9,6.6,8.0,56.0,11.0,400,450,300,150,350,100,350,150,0.4404453657976001
13.9,10.7,69.90728429818222,8.6,5.0,3.8,59.0,12.6,250,100,100,150,450,250,450,200,0.41341675292995644
28.8,26.0,0.0,0.0,3.6,10.0,92.0,11.3,150,250,250,350,250,100,350,150,0.6154667982747367
23.1,20.599999999999998,0.0,0.0,1.6,10.0,92.0,11.3,300,450,200,350,400,200,300,450,0.6399314336128565
